                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.275,                 2.7165,                 1.2334,                0.19899,                0.41038,                0.31304,                0.22848,                0.99792,                 3.1548,                 1.1276,             0.00036228,             0.00036228,             0.00036228
                      2,                 1.2037,                 1.7102,                 1.1797,                0.70052,                0.41926,                0.53278,                0.36382,                 1.1161,                 2.1372,                 1.2186,             0.00072536,             0.00072536,             0.00072536
                      3,                 1.2314,                 1.5622,                 1.1954,                0.72357,                0.45805,                 0.5521,                0.35368,                 1.2015,                 1.8561,                 1.3119,              0.0010811,              0.0010811,              0.0010811
                      4,                 1.2548,                 1.4881,                 1.2029,                0.61005,                0.52574,                0.56509,                0.37547,                 1.1166,                 1.5348,                 1.2612,               0.001078,               0.001078,               0.001078
                      5,                 1.1814,                 1.3904,                   1.17,                0.73207,                0.54699,                0.61563,                0.41985,                 1.0519,                 1.3576,                 1.1889,               0.001067,               0.001067,               0.001067
                      6,                 1.1606,                 1.3201,                 1.1584,                 0.8185,                0.54557,                0.64047,                0.43404,                 1.0829,                 1.4274,                 1.2117,               0.001056,               0.001056,               0.001056
                      7,                 1.1718,                 1.2738,                 1.1526,                 0.6909,                 0.5199,                0.59443,                0.39737,                 1.0939,                 1.2882,                 1.2192,               0.001045,               0.001045,               0.001045
                      8,                 1.1306,                 1.2146,                 1.1463,                0.63641,                0.64675,                0.63939,                0.43358,                 1.0401,                 1.2343,                 1.1656,               0.001034,               0.001034,               0.001034
                      9,                 1.1117,                 1.1483,                 1.1245,                0.66714,                0.58084,                 0.6583,                0.43222,                 1.1006,                 1.1738,                 1.1867,               0.001023,               0.001023,               0.001023
                     10,                  1.076,                 1.1082,                 1.1167,                0.68443,                0.55926,                0.62664,                0.43697,                 1.0737,                 1.1135,                 1.2284,               0.001012,               0.001012,               0.001012
                     11,                 1.0517,                 1.0676,                 1.1084,                0.65881,                0.64413,                 0.6775,                0.46478,                 1.0237,                 1.0434,                 1.1572,               0.001001,               0.001001,               0.001001
                     12,                 1.0824,                 1.0666,                 1.1155,                0.79115,                0.56755,                0.68323,                0.46437,                 1.0231,                 1.0524,                 1.1656,             0.00099001,             0.00099001,             0.00099001
                     13,                 1.0685,                 1.0301,                 1.1177,                0.68367,                0.68231,                0.70043,                 0.4898,                0.99795,                0.99574,                 1.1534,             0.00097901,             0.00097901,             0.00097901
                     14,                 1.0261,                0.99412,                 1.0942,                0.73124,                0.62814,                0.71269,                0.48243,                 1.0225,                 1.0254,                 1.1586,             0.00096801,             0.00096801,             0.00096801
                     15,                 1.0195,                0.96947,                  1.083,                0.63598,                0.62314,                0.66128,                0.46398,                0.99016,                 1.0471,                 1.1483,             0.00095702,             0.00095702,             0.00095702
                     16,                 1.0359,                0.94729,                 1.0962,                0.77789,                0.59602,                0.65381,                0.45526,                 1.0156,                 1.0168,                 1.1758,             0.00094602,             0.00094602,             0.00094602
                     17,                  1.028,                0.92606,                 1.0768,                0.67911,                0.64264,                0.70301,                 0.4819,                 1.0166,                0.97106,                 1.1947,             0.00093502,             0.00093502,             0.00093502
                     18,                0.98235,                0.87777,                 1.0752,                0.86416,                0.59305,                0.69803,                0.48425,                0.99078,                0.99319,                 1.1446,             0.00092402,             0.00092402,             0.00092402
                     19,                0.97363,                0.87641,                  1.069,                0.73279,                0.64813,                0.71157,                0.49577,                 1.0564,                0.96172,                 1.2011,             0.00091302,             0.00091302,             0.00091302
                     20,                0.98012,                0.86384,                 1.0674,                0.77479,                0.61087,                0.70415,                0.50024,                0.98351,                 1.0066,                  1.126,             0.00090202,             0.00090202,             0.00090202
                     21,                0.94637,                0.84856,                 1.0539,                0.76856,                 0.6771,                0.71619,                0.50695,                0.97762,                0.94336,                 1.1416,             0.00089102,             0.00089102,             0.00089102
                     22,                0.95595,                0.82397,                 1.0502,                0.78236,                0.62355,                0.69306,                0.49689,                  0.964,                0.99175,                 1.1436,             0.00088002,             0.00088002,             0.00088002
                     23,                0.93802,                0.82322,                 1.0545,                0.77324,                0.64056,                0.69827,                0.49793,                0.96372,                0.91177,                 1.1313,             0.00086902,             0.00086902,             0.00086902
                     24,                0.93481,                0.80654,                 1.0405,                0.77304,                0.64387,                0.72189,                0.50351,                 0.9602,                0.90675,                 1.1345,             0.00085803,             0.00085803,             0.00085803
                     25,                0.94734,                0.80288,                 1.0526,                0.91134,                0.58525,                0.68824,                0.47823,                0.98913,                0.93704,                 1.1519,             0.00084703,             0.00084703,             0.00084703
                     26,                0.94312,                0.78361,                 1.0406,                0.74858,                0.67804,                0.74088,                 0.5292,                0.95128,                0.95109,                 1.1116,             0.00083603,             0.00083603,             0.00083603
                     27,                0.93537,                0.76275,                 1.0408,                0.81285,                0.64719,                0.71075,                 0.5102,                0.95508,                0.91412,                 1.1429,             0.00082503,             0.00082503,             0.00082503
                     28,                0.93648,                 0.7643,                 1.0382,                0.77522,                 0.6743,                0.72962,                0.51469,                0.95191,                0.92341,                 1.1128,             0.00081403,             0.00081403,             0.00081403
                     29,                 0.9139,                0.75197,                 1.0314,                0.79334,                0.68587,                0.74462,                 0.5383,                0.92793,                0.89712,                 1.1206,             0.00080303,             0.00080303,             0.00080303
                     30,                0.88169,                0.72952,                 1.0209,                0.72882,                0.69713,                0.72795,                0.52628,                 0.9553,                0.89551,                 1.1368,             0.00079203,             0.00079203,             0.00079203
                     31,                0.89116,                0.73801,                 1.0279,                0.74636,                0.69756,                0.74798,                0.52852,                0.95783,                0.86384,                 1.1478,             0.00078103,             0.00078103,             0.00078103
                     32,                 0.8749,                0.70262,                 1.0181,                0.80296,                0.68761,                0.73609,                 0.5359,                0.91493,                0.86846,                 1.1049,             0.00077003,             0.00077003,             0.00077003
                     33,                0.87135,                0.71636,                 1.0168,                0.85049,                0.65346,                0.72474,                0.52607,                0.95592,                0.92307,                 1.1238,             0.00075904,             0.00075904,             0.00075904
                     34,                0.88831,                0.71352,                 1.0232,                0.77507,                0.65043,                0.68766,                0.50758,                 0.9048,                 0.9923,                 1.0856,             0.00074804,             0.00074804,             0.00074804
                     35,                 0.8455,                0.68545,                 1.0073,                 0.7042,                0.71478,                 0.7325,                0.52084,                0.92457,                0.86743,                 1.1164,             0.00073704,             0.00073704,             0.00073704
                     36,                0.87317,                 0.7082,                 1.0127,                0.87922,                0.65268,                 0.7377,                 0.5309,                0.93285,                0.88359,                 1.1541,             0.00072604,             0.00072604,             0.00072604
                     37,                0.87238,                0.69428,                 1.0113,                0.87171,                0.63728,                0.76219,                0.55597,                0.92727,                0.80258,                 1.1219,             0.00071504,             0.00071504,             0.00071504
                     38,                0.86943,                0.68721,                 1.0107,                0.91529,                0.64071,                0.74972,                0.53717,                 0.9285,                 0.8058,                 1.1185,             0.00070404,             0.00070404,             0.00070404
                     39,                0.84873,                0.68432,                 1.0084,                0.86258,                0.64007,                0.74153,                0.53615,                 0.9087,                0.89073,                 1.1259,             0.00069304,             0.00069304,             0.00069304
                     40,                0.82241,                 0.6534,                0.99712,                0.79244,                 0.6594,                0.75379,                0.54235,                0.91789,                0.83853,                 1.1273,             0.00068204,             0.00068204,             0.00068204
                     41,                0.84333,                0.66582,                 1.0096,                0.77465,                0.66155,                0.73014,                 0.5203,                0.95184,                0.86681,                 1.1536,             0.00067104,             0.00067104,             0.00067104
                     42,                0.82886,                0.64524,                 0.9872,                0.87857,                0.66624,                0.74774,                0.55477,                0.91338,                0.80061,                 1.1184,             0.00066005,             0.00066005,             0.00066005
                     43,                0.81792,                0.63362,                0.99722,                0.85575,                0.69749,                 0.7662,                0.57127,                 0.8788,                0.82663,                 1.0839,             0.00064905,             0.00064905,             0.00064905
                     44,                0.82915,                0.64545,                0.99993,                0.75757,                 0.7159,                 0.7388,                0.53343,                0.92038,                0.86337,                 1.1201,             0.00063805,             0.00063805,             0.00063805
                     45,                0.82521,                0.63332,                0.99506,                 0.8301,                0.70826,                0.74388,                0.56017,                 0.9146,                 0.8271,                 1.1185,             0.00062705,             0.00062705,             0.00062705
                     46,                0.80944,                0.62141,                0.98478,                0.84833,                 0.6612,                0.74502,                0.54091,                0.90486,                0.84251,                 1.1065,             0.00061605,             0.00061605,             0.00061605
                     47,                0.81871,                0.62196,                0.98509,                0.84328,                  0.679,                0.73609,                0.53851,                0.93641,                0.91455,                 1.1287,             0.00060505,             0.00060505,             0.00060505
                     48,                0.81618,                 0.6223,                0.99114,                0.83796,                0.67813,                0.76245,                0.56044,                0.88827,                0.78042,                 1.0997,             0.00059405,             0.00059405,             0.00059405
                     49,                 0.7966,                0.60255,                0.98629,                0.80495,                0.77752,                0.81256,                0.59031,                0.89511,                0.74476,                 1.1086,             0.00058305,             0.00058305,             0.00058305
                     50,                0.76937,                0.58676,                0.97841,                0.73538,                0.74184,                0.74101,                0.53009,                0.92518,                0.78045,                 1.1026,             0.00057205,             0.00057205,             0.00057205
                     51,                0.77557,                 0.5819,                0.96896,                0.81241,                0.67093,                0.75852,                0.55332,                 0.8995,                0.80224,                  1.103,             0.00056105,             0.00056105,             0.00056105
                     52,                0.77857,                0.58573,                0.97938,                0.85789,                0.70186,                0.75774,                0.55522,                0.89259,                0.81963,                 1.1107,             0.00055006,             0.00055006,             0.00055006
                     53,                0.78557,                0.58188,                0.97702,                0.87812,                0.68927,                0.78003,                0.56814,                0.89114,                0.76306,                 1.1116,             0.00053906,             0.00053906,             0.00053906
                     54,                0.76388,                0.57339,                0.96837,                0.91345,                0.67731,                0.77985,                 0.5668,                0.89266,                0.77496,                 1.1099,             0.00052806,             0.00052806,             0.00052806
                     55,                0.76505,                0.57077,                0.96925,                0.87751,                0.65441,                0.76231,                 0.5497,                0.87991,                 0.8256,                 1.0997,             0.00051706,             0.00051706,             0.00051706
                     56,                0.74983,                0.56048,                0.96781,                0.87355,                0.67177,                 0.7587,                0.56822,                0.89396,                0.81278,                 1.1105,             0.00050606,             0.00050606,             0.00050606
                     57,                0.77227,                0.58049,                0.97003,                0.84829,                 0.6357,                0.75146,                0.55326,                0.88797,                0.81529,                 1.1315,             0.00049506,             0.00049506,             0.00049506
                     58,                 0.7679,                0.56739,                0.97147,                0.91482,                0.68097,                0.76641,                0.55469,                0.88558,                0.81747,                 1.1255,             0.00048406,             0.00048406,             0.00048406
                     59,                0.73982,                0.55414,                0.96201,                0.81883,                0.66968,                0.76526,                0.56312,                 0.8754,                0.79518,                 1.1068,             0.00047306,             0.00047306,             0.00047306
                     60,                0.75398,                0.56037,                0.95745,                0.88714,                0.68844,                0.77864,                0.58019,                 0.8476,                0.78361,                  1.086,             0.00046206,             0.00046206,             0.00046206
                     61,                0.75158,                0.54627,                0.95686,                0.85553,                0.68564,                0.75624,                0.55849,                0.88416,                0.78602,                 1.1157,             0.00045107,             0.00045107,             0.00045107
                     62,                0.75226,                0.54694,                0.95782,                0.82668,                0.64723,                0.74242,                0.55435,                0.90027,                0.82342,                 1.1236,             0.00044007,             0.00044007,             0.00044007
                     63,                0.74618,                0.55875,                 0.9658,                  0.828,                0.65443,                0.77501,                 0.5686,                0.87846,                0.74648,                 1.1058,             0.00042907,             0.00042907,             0.00042907
                     64,                0.73258,                0.54307,                0.96348,                0.83325,                0.70767,                0.77689,                0.57124,                0.88286,                0.75213,                 1.1175,             0.00041807,             0.00041807,             0.00041807
                     65,                  0.725,                0.52356,                0.93935,                0.85348,                0.71959,                0.81271,                0.58526,                0.88028,                0.73161,                 1.1281,             0.00040707,             0.00040707,             0.00040707
                     66,                0.73198,                 0.5327,                0.95473,                0.92419,                0.68098,                0.77394,                0.57677,                0.86383,                0.74361,                 1.1015,             0.00039607,             0.00039607,             0.00039607
                     67,                0.72912,                0.52812,                0.95273,                0.81616,                0.69349,                0.76859,                0.56278,                0.89016,                0.77841,                 1.1187,             0.00038507,             0.00038507,             0.00038507
                     68,                0.71494,                0.52225,                0.95121,                0.85379,                0.69758,                0.78681,                0.58097,                 0.8807,                0.73335,                 1.1136,             0.00037407,             0.00037407,             0.00037407
                     69,                0.70518,                0.51643,                0.94636,                0.94012,                0.65353,                0.77547,                0.56721,                0.87084,                0.77953,                 1.1068,             0.00036307,             0.00036307,             0.00036307
                     70,                    0.7,                0.51263,                0.94548,                0.88438,                0.66473,                0.76706,                0.56924,                0.88155,                0.77935,                 1.1361,             0.00035208,             0.00035208,             0.00035208
                     71,                0.69824,                0.50598,                0.94929,                0.91435,                0.66858,                0.76112,                 0.5686,                0.83876,                0.78241,                 1.0902,             0.00034108,             0.00034108,             0.00034108
                     72,                0.70512,                0.51456,                0.95107,                0.87006,                0.67166,                0.76988,                0.57101,                0.87977,                0.77863,                 1.1217,             0.00033008,             0.00033008,             0.00033008
                     73,                0.70677,                0.50298,                0.94089,                0.83025,                0.72224,                0.77957,                 0.5692,                0.86507,                 0.7718,                 1.1132,             0.00031908,             0.00031908,             0.00031908
                     74,                0.68961,                0.50312,                0.93961,                0.93912,                0.66729,                0.77845,                  0.574,                0.86544,                 0.7613,                 1.1089,             0.00030808,             0.00030808,             0.00030808
                     75,                0.67987,                0.49684,                 0.9364,                0.94346,                0.66828,                0.77274,                 0.5704,                0.88216,                 0.7503,                 1.1178,             0.00029708,             0.00029708,             0.00029708
                     76,                0.67709,                0.49253,                 0.9402,                0.82186,                0.68658,                0.76862,                0.56632,                0.88215,                0.73307,                 1.1264,             0.00028608,             0.00028608,             0.00028608
                     77,                0.67962,                0.49432,                0.93804,                0.85469,                 0.6667,                0.76848,                0.56759,                  0.882,                0.76094,                 1.1227,             0.00027508,             0.00027508,             0.00027508
                     78,                0.69092,                0.49754,                 0.9412,                0.85514,                0.67735,                0.78127,                0.57309,                0.86543,                0.75427,                 1.1084,             0.00026408,             0.00026408,             0.00026408
                     79,                0.66816,                0.48175,                0.94008,                 0.8217,                0.70083,                0.76624,                0.57294,                0.85915,                0.73253,                 1.1002,             0.00025309,             0.00025309,             0.00025309
                     80,                0.69315,                0.50147,                0.94458,                0.87914,                0.65113,                0.75775,                 0.5657,                0.85289,                0.78751,                 1.0881,             0.00024209,             0.00024209,             0.00024209
                     81,                0.66679,                0.48156,                0.93075,                0.89915,                0.69623,                0.76104,                0.57065,                0.85274,                0.79626,                 1.0922,             0.00023109,             0.00023109,             0.00023109
                     82,                 0.6719,                0.49675,                0.94472,                0.86918,                0.67535,                0.78101,                0.57491,                0.87667,                0.78497,                 1.1235,             0.00022009,             0.00022009,             0.00022009
                     83,                0.66352,                0.48197,                0.93571,                0.89302,                0.66505,                0.76238,                0.57478,                0.87341,                0.82264,                 1.1067,             0.00020909,             0.00020909,             0.00020909
                     84,                0.64962,                0.47442,                0.92798,                0.82297,                0.70117,                0.78589,                0.57612,                0.86114,                0.74964,                 1.1055,             0.00019809,             0.00019809,             0.00019809
                     85,                0.64922,                0.47022,                0.92606,                0.84683,                0.69966,                0.78755,                0.58534,                0.86304,                0.76627,                 1.1178,             0.00018709,             0.00018709,             0.00018709
                     86,                0.64478,                0.47234,                0.93039,                0.90087,                0.67561,                0.78083,                0.58176,                0.86625,                0.75658,                 1.1152,             0.00017609,             0.00017609,             0.00017609
                     87,                0.64751,                0.46621,                0.92461,                0.82001,                0.69611,                0.77032,                0.57168,                0.85362,                0.76009,                 1.1078,             0.00016509,             0.00016509,             0.00016509
                     88,                0.65694,                0.46558,                0.92774,                0.92883,                0.65553,                0.78624,                0.57962,                0.86459,                0.79463,                  1.117,              0.0001541,              0.0001541,              0.0001541
                     89,                0.64926,                0.47127,                0.92643,                0.85749,                 0.6999,                0.78478,                0.59115,                0.84049,                0.74931,                 1.1068,              0.0001431,              0.0001431,              0.0001431
                     90,                0.64005,                0.45962,                0.92889,                0.90684,                0.68347,                 0.7732,                0.58169,                 0.8478,                0.77686,                 1.1114,              0.0001321,              0.0001321,              0.0001321
                     91,                0.56099,                0.39126,                0.88518,                0.90832,                0.67702,                0.77304,                0.58262,                0.85476,                0.75796,                  1.116,              0.0001211,              0.0001211,              0.0001211
                     92,                0.54127,                0.38326,                0.86886,                0.87915,                0.66729,                0.76005,                0.56977,                 0.8444,                0.76811,                 1.1141,              0.0001101,              0.0001101,              0.0001101
                     93,                0.53844,                0.37847,                0.87408,                0.88326,                0.69481,                0.77406,                0.57301,                0.83975,                0.75176,                 1.1161,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     94,                0.54502,                0.37883,                0.87774,                0.91108,                0.67423,                0.77036,                0.57346,                0.84614,                0.75729,                 1.1186,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     95,                0.52882,                0.36622,                0.87381,                0.90493,                0.68592,                0.77406,                  0.578,                 0.8398,                0.75867,                 1.1112,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     96,                0.52876,                0.36554,                0.87524,                 0.9037,                0.68495,                0.77999,                0.58173,                0.84792,                0.75291,                 1.1177,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     97,                0.51781,                0.36283,                0.86957,                0.90446,                0.69159,                0.77842,                0.57892,                0.84802,                0.75602,                 1.1204,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     98,                0.51591,                0.35826,                0.86806,                0.90812,                0.68568,                0.77852,                0.57857,                0.86193,                0.76576,                 1.1298,             4.4107e-05,             4.4107e-05,             4.4107e-05
                     99,                0.51041,                0.35525,                0.87202,                0.89403,                0.69642,                0.78273,                0.57996,                0.85679,                0.75891,                 1.1175,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    100,                0.51054,                0.35851,                0.87288,                0.90327,                  0.695,                0.77951,                0.58317,                0.85425,                0.76706,                 1.1209,             2.2109e-05,             2.2109e-05,             2.2109e-05
